genome_id	genome.publication	genome.bioproject_accession	genome.biosample_accession	genome.assembly_accession	genome.genbank_accessions	genome.refseq_accessions
1280.9854	26686880	PRJEB5261	SAMEA2340172			
1280.9854	26686880	PRJEB5261	SAMEA2340172			
1280.9854	26686880	PRJEB5261	SAMEA2340172			
1280.8362	26686880	PRJEB5261	SAMEA2340173			
1280.8362	26686880	PRJEB5261	SAMEA2340173			
1280.8362	26686880	PRJEB5261	SAMEA2340173			
1280.8362	26686880	PRJEB5261	SAMEA2340173			
1280.8362	26686880	PRJEB5261	SAMEA2340173			
1280.8362	26686880	PRJEB5261	SAMEA2340173			
1280.8362	26686880	PRJEB5261	SAMEA2340173			
1280.8362	26686880	PRJEB5261	SAMEA2340173			
1280.8362	26686880	PRJEB5261	SAMEA2340173			
1280.8362	26686880	PRJEB5261	SAMEA2340173			
1280.8359	26686880	PRJEB5261	SAMEA2340174			
1280.8359	26686880	PRJEB5261	SAMEA2340174			
1280.8359	26686880	PRJEB5261	SAMEA2340174			
1280.8359	26686880	PRJEB5261	SAMEA2340174			
1280.8359	26686880	PRJEB5261	SAMEA2340174			
1280.8359	26686880	PRJEB5261	SAMEA2340174			
1280.8359	26686880	PRJEB5261	SAMEA2340174			
1280.8359	26686880	PRJEB5261	SAMEA2340174			
1280.8359	26686880	PRJEB5261	SAMEA2340174			
1280.8359	26686880	PRJEB5261	SAMEA2340174			
1280.8360	26686880	PRJEB5261	SAMEA2340175			
1280.8360	26686880	PRJEB5261	SAMEA2340175			
1280.8360	26686880	PRJEB5261	SAMEA2340175			
1280.8360	26686880	PRJEB5261	SAMEA2340175			
1280.8360	26686880	PRJEB5261	SAMEA2340175			
1280.8360	26686880	PRJEB5261	SAMEA2340175			
1280.8360	26686880	PRJEB5261	SAMEA2340175			
1280.8360	26686880	PRJEB5261	SAMEA2340175			
1280.8360	26686880	PRJEB5261	SAMEA2340175			
1280.8360	26686880	PRJEB5261	SAMEA2340175			
1280.9855	26686880	PRJEB5261	SAMEA2340176			
1280.9855	26686880	PRJEB5261	SAMEA2340176			
1280.9855	26686880	PRJEB5261	SAMEA2340176			
1280.9855	26686880	PRJEB5261	SAMEA2340176			
1280.9855	26686880	PRJEB5261	SAMEA2340176			
1280.9855	26686880	PRJEB5261	SAMEA2340176			
1280.9855	26686880	PRJEB5261	SAMEA2340176			
1280.9855	26686880	PRJEB5261	SAMEA2340176			
1280.9855	26686880	PRJEB5261	SAMEA2340176			
1280.9855	26686880	PRJEB5261	SAMEA2340176			
1280.9856	26686880	PRJEB5261	SAMEA2340177			
1280.9856	26686880	PRJEB5261	SAMEA2340177			
1280.9856	26686880	PRJEB5261	SAMEA2340177			
1280.9856	26686880	PRJEB5261	SAMEA2340177			
1280.9856	26686880	PRJEB5261	SAMEA2340177			
1280.9856	26686880	PRJEB5261	SAMEA2340177			
1280.9856	26686880	PRJEB5261	SAMEA2340177			
1280.9856	26686880	PRJEB5261	SAMEA2340177			
1280.9856	26686880	PRJEB5261	SAMEA2340177			
1280.9856	26686880	PRJEB5261	SAMEA2340177			
1280.8353	26686880	PRJEB5261	SAMEA2340178			
1280.8353	26686880	PRJEB5261	SAMEA2340178			
1280.8353	26686880	PRJEB5261	SAMEA2340178			
1280.8353	26686880	PRJEB5261	SAMEA2340178			
1280.8353	26686880	PRJEB5261	SAMEA2340178			
1280.8353	26686880	PRJEB5261	SAMEA2340178			
1280.8353	26686880	PRJEB5261	SAMEA2340178			
1280.8353	26686880	PRJEB5261	SAMEA2340178			
1280.8353	26686880	PRJEB5261	SAMEA2340178			
1280.8353	26686880	PRJEB5261	SAMEA2340178			
1280.7456	26686880	PRJEB5261	SAMEA2340179			
1280.7456	26686880	PRJEB5261	SAMEA2340179			
1280.7456	26686880	PRJEB5261	SAMEA2340179			
1280.7456	26686880	PRJEB5261	SAMEA2340179			
1280.7456	26686880	PRJEB5261	SAMEA2340179			
1280.7456	26686880	PRJEB5261	SAMEA2340179			
1280.7456	26686880	PRJEB5261	SAMEA2340179			
1280.7456	26686880	PRJEB5261	SAMEA2340179			
1280.7456	26686880	PRJEB5261	SAMEA2340179			
1280.7456	26686880	PRJEB5261	SAMEA2340179			
1280.9857	26686880	PRJEB5261	SAMEA2340180			
1280.9857	26686880	PRJEB5261	SAMEA2340180			
1280.9857	26686880	PRJEB5261	SAMEA2340180			
1280.9857	26686880	PRJEB5261	SAMEA2340180			
1280.9857	26686880	PRJEB5261	SAMEA2340180			
1280.9857	26686880	PRJEB5261	SAMEA2340180			
1280.9857	26686880	PRJEB5261	SAMEA2340180			
1280.9857	26686880	PRJEB5261	SAMEA2340180			
1280.9857	26686880	PRJEB5261	SAMEA2340180			
1280.9857	26686880	PRJEB5261	SAMEA2340180			
1280.9858	26686880	PRJEB5261	SAMEA2340181			
1280.9858	26686880	PRJEB5261	SAMEA2340181			
1280.9858	26686880	PRJEB5261	SAMEA2340181			
1280.9858	26686880	PRJEB5261	SAMEA2340181			
1280.9858	26686880	PRJEB5261	SAMEA2340181			
1280.9858	26686880	PRJEB5261	SAMEA2340181			
1280.9858	26686880	PRJEB5261	SAMEA2340181			
1280.9858	26686880	PRJEB5261	SAMEA2340181			
1280.9858	26686880	PRJEB5261	SAMEA2340181			
1280.9858	26686880	PRJEB5261	SAMEA2340181			
1280.9859	26686880	PRJEB5261	SAMEA2340182			
1280.9859	26686880	PRJEB5261	SAMEA2340182			
1280.9859	26686880	PRJEB5261	SAMEA2340182			
1280.9859	26686880	PRJEB5261	SAMEA2340182			
1280.9859	26686880	PRJEB5261	SAMEA2340182			
1280.9859	26686880	PRJEB5261	SAMEA2340182			
1280.9859	26686880	PRJEB5261	SAMEA2340182			
1280.9859	26686880	PRJEB5261	SAMEA2340182			
1280.9859	26686880	PRJEB5261	SAMEA2340182			
1280.9859	26686880	PRJEB5261	SAMEA2340182			
1280.7391	26686880	PRJEB5261	SAMEA2340183			
1280.7391	26686880	PRJEB5261	SAMEA2340183			
1280.7391	26686880	PRJEB5261	SAMEA2340183			
1280.7391	26686880	PRJEB5261	SAMEA2340183			
1280.7391	26686880	PRJEB5261	SAMEA2340183			
1280.7391	26686880	PRJEB5261	SAMEA2340183			
1280.7391	26686880	PRJEB5261	SAMEA2340183			
1280.7391	26686880	PRJEB5261	SAMEA2340183			
1280.7391	26686880	PRJEB5261	SAMEA2340183			
1280.7391	26686880	PRJEB5261	SAMEA2340183			
1280.9860	26686880	PRJEB5261	SAMEA2340184			
1280.9860	26686880	PRJEB5261	SAMEA2340184			
1280.9860	26686880	PRJEB5261	SAMEA2340184			
1280.9860	26686880	PRJEB5261	SAMEA2340184			
1280.9860	26686880	PRJEB5261	SAMEA2340184			
1280.9860	26686880	PRJEB5261	SAMEA2340184			
1280.9860	26686880	PRJEB5261	SAMEA2340184			
1280.9860	26686880	PRJEB5261	SAMEA2340184			
1280.9860	26686880	PRJEB5261	SAMEA2340184			
1280.9860	26686880	PRJEB5261	SAMEA2340184			
1280.9861	26686880	PRJEB5261	SAMEA2340185			
1280.9861	26686880	PRJEB5261	SAMEA2340185			
1280.9861	26686880	PRJEB5261	SAMEA2340185			
1280.9861	26686880	PRJEB5261	SAMEA2340185			
1280.9861	26686880	PRJEB5261	SAMEA2340185			
1280.9861	26686880	PRJEB5261	SAMEA2340185			
1280.9861	26686880	PRJEB5261	SAMEA2340185			
1280.9861	26686880	PRJEB5261	SAMEA2340185			
1280.9861	26686880	PRJEB5261	SAMEA2340185			
1280.9861	26686880	PRJEB5261	SAMEA2340185			
1280.9862	26686880	PRJEB5261	SAMEA2340186			
1280.9862	26686880	PRJEB5261	SAMEA2340186			
1280.9862	26686880	PRJEB5261	SAMEA2340186			
1280.9862	26686880	PRJEB5261	SAMEA2340186			
1280.9862	26686880	PRJEB5261	SAMEA2340186			
1280.9862	26686880	PRJEB5261	SAMEA2340186			
1280.9862	26686880	PRJEB5261	SAMEA2340186			
1280.9862	26686880	PRJEB5261	SAMEA2340186			
1280.9862	26686880	PRJEB5261	SAMEA2340186			
1280.9862	26686880	PRJEB5261	SAMEA2340186			
1280.9863	26686880	PRJEB5261	SAMEA2340187			
1280.9863	26686880	PRJEB5261	SAMEA2340187			
1280.9863	26686880	PRJEB5261	SAMEA2340187			
1280.9863	26686880	PRJEB5261	SAMEA2340187			
1280.9863	26686880	PRJEB5261	SAMEA2340187			
1280.9863	26686880	PRJEB5261	SAMEA2340187			
1280.9863	26686880	PRJEB5261	SAMEA2340187			
1280.9863	26686880	PRJEB5261	SAMEA2340187			
1280.9863	26686880	PRJEB5261	SAMEA2340187			
1280.9863	26686880	PRJEB5261	SAMEA2340187			
1280.7406	26686880	PRJEB5261	SAMEA2340188			
1280.7406	26686880	PRJEB5261	SAMEA2340188			
1280.7406	26686880	PRJEB5261	SAMEA2340188			
1280.7406	26686880	PRJEB5261	SAMEA2340188			
1280.7406	26686880	PRJEB5261	SAMEA2340188			
1280.7406	26686880	PRJEB5261	SAMEA2340188			
1280.7406	26686880	PRJEB5261	SAMEA2340188			
1280.7406	26686880	PRJEB5261	SAMEA2340188			
1280.7406	26686880	PRJEB5261	SAMEA2340188			
1280.7406	26686880	PRJEB5261	SAMEA2340188			
1280.9864	26686880	PRJEB5261	SAMEA2340189			
1280.9864	26686880	PRJEB5261	SAMEA2340189			
1280.9864	26686880	PRJEB5261	SAMEA2340189			
1280.9864	26686880	PRJEB5261	SAMEA2340189			
1280.9864	26686880	PRJEB5261	SAMEA2340189			
1280.9864	26686880	PRJEB5261	SAMEA2340189			
1280.9864	26686880	PRJEB5261	SAMEA2340189			
1280.9864	26686880	PRJEB5261	SAMEA2340189			
1280.9864	26686880	PRJEB5261	SAMEA2340189			
1280.9864	26686880	PRJEB5261	SAMEA2340189			
1280.7402	26686880	PRJEB5261	SAMEA2340190			
1280.7402	26686880	PRJEB5261	SAMEA2340190			
1280.7402	26686880	PRJEB5261	SAMEA2340190			
1280.7402	26686880	PRJEB5261	SAMEA2340190			
1280.7402	26686880	PRJEB5261	SAMEA2340190			
1280.7402	26686880	PRJEB5261	SAMEA2340190			
1280.7402	26686880	PRJEB5261	SAMEA2340190			
1280.7402	26686880	PRJEB5261	SAMEA2340190			
1280.7402	26686880	PRJEB5261	SAMEA2340190			
1280.7402	26686880	PRJEB5261	SAMEA2340190			
1280.7403	26686880	PRJEB5261	SAMEA2340191			
1280.7403	26686880	PRJEB5261	SAMEA2340191			
1280.7403	26686880	PRJEB5261	SAMEA2340191			
1280.7403	26686880	PRJEB5261	SAMEA2340191			
1280.7403	26686880	PRJEB5261	SAMEA2340191			
1280.7403	26686880	PRJEB5261	SAMEA2340191			
1280.7403	26686880	PRJEB5261	SAMEA2340191			
1280.7403	26686880	PRJEB5261	SAMEA2340191			
1280.7403	26686880	PRJEB5261	SAMEA2340191			
1280.7403	26686880	PRJEB5261	SAMEA2340191			
1280.9865	26686880	PRJEB5261	SAMEA2340192			
1280.9865	26686880	PRJEB5261	SAMEA2340192			
1280.9865	26686880	PRJEB5261	SAMEA2340192			
1280.9865	26686880	PRJEB5261	SAMEA2340192			
1280.9865	26686880	PRJEB5261	SAMEA2340192			
1280.9865	26686880	PRJEB5261	SAMEA2340192			
1280.9865	26686880	PRJEB5261	SAMEA2340192			
1280.9865	26686880	PRJEB5261	SAMEA2340192			
1280.9865	26686880	PRJEB5261	SAMEA2340192			
1280.9865	26686880	PRJEB5261	SAMEA2340192			
1280.9866	26686880	PRJEB5261	SAMEA2340193			
1280.9866	26686880	PRJEB5261	SAMEA2340193			
1280.9866	26686880	PRJEB5261	SAMEA2340193			
1280.9866	26686880	PRJEB5261	SAMEA2340193			
1280.9866	26686880	PRJEB5261	SAMEA2340193			
1280.9866	26686880	PRJEB5261	SAMEA2340193			
1280.9866	26686880	PRJEB5261	SAMEA2340193			
1280.9866	26686880	PRJEB5261	SAMEA2340193			
1280.9866	26686880	PRJEB5261	SAMEA2340193			
1280.9866	26686880	PRJEB5261	SAMEA2340193			
1280.8382	26686880	PRJEB5261	SAMEA2340194			
1280.8382	26686880	PRJEB5261	SAMEA2340194			
1280.8382	26686880	PRJEB5261	SAMEA2340194			
1280.8382	26686880	PRJEB5261	SAMEA2340194			
1280.8382	26686880	PRJEB5261	SAMEA2340194			
1280.8382	26686880	PRJEB5261	SAMEA2340194			
1280.8382	26686880	PRJEB5261	SAMEA2340194			
1280.8382	26686880	PRJEB5261	SAMEA2340194			
1280.8382	26686880	PRJEB5261	SAMEA2340194			
1280.8382	26686880	PRJEB5261	SAMEA2340194			
1280.8381	26686880	PRJEB5261	SAMEA2340195			
1280.8381	26686880	PRJEB5261	SAMEA2340195			
1280.8381	26686880	PRJEB5261	SAMEA2340195			
1280.8381	26686880	PRJEB5261	SAMEA2340195			
1280.8381	26686880	PRJEB5261	SAMEA2340195			
1280.8381	26686880	PRJEB5261	SAMEA2340195			
1280.8381	26686880	PRJEB5261	SAMEA2340195			
1280.8381	26686880	PRJEB5261	SAMEA2340195			
1280.8381	26686880	PRJEB5261	SAMEA2340195			
1280.8381	26686880	PRJEB5261	SAMEA2340195			
1280.8709	26686880	PRJEB5261	SAMEA2340196			
1280.8709	26686880	PRJEB5261	SAMEA2340196			
1280.8709	26686880	PRJEB5261	SAMEA2340196			
1280.8709	26686880	PRJEB5261	SAMEA2340196			
1280.8709	26686880	PRJEB5261	SAMEA2340196			
1280.8709	26686880	PRJEB5261	SAMEA2340196			
1280.8709	26686880	PRJEB5261	SAMEA2340196			
1280.8709	26686880	PRJEB5261	SAMEA2340196			
1280.8709	26686880	PRJEB5261	SAMEA2340196			
1280.8709	26686880	PRJEB5261	SAMEA2340196			
1280.8707	26686880	PRJEB5261	SAMEA2340197			
1280.8707	26686880	PRJEB5261	SAMEA2340197			
1280.8707	26686880	PRJEB5261	SAMEA2340197			
1280.8707	26686880	PRJEB5261	SAMEA2340197			
1280.8707	26686880	PRJEB5261	SAMEA2340197			
1280.8707	26686880	PRJEB5261	SAMEA2340197			
1280.8707	26686880	PRJEB5261	SAMEA2340197			
1280.8707	26686880	PRJEB5261	SAMEA2340197			
1280.8707	26686880	PRJEB5261	SAMEA2340197			
1280.8707	26686880	PRJEB5261	SAMEA2340197			
1280.9867	26686880	PRJEB5261	SAMEA2340200			
1280.9867	26686880	PRJEB5261	SAMEA2340200			
1280.9867	26686880	PRJEB5261	SAMEA2340200			
1280.9867	26686880	PRJEB5261	SAMEA2340200			
1280.9867	26686880	PRJEB5261	SAMEA2340200			
1280.9867	26686880	PRJEB5261	SAMEA2340200			
1280.9867	26686880	PRJEB5261	SAMEA2340200			
1280.9867	26686880	PRJEB5261	SAMEA2340200			
1280.9867	26686880	PRJEB5261	SAMEA2340200			
1280.9867	26686880	PRJEB5261	SAMEA2340200			
1280.9869	26686880	PRJEB5261	SAMEA2340201			
1280.9869	26686880	PRJEB5261	SAMEA2340201			
1280.9869	26686880	PRJEB5261	SAMEA2340201			
1280.9869	26686880	PRJEB5261	SAMEA2340201			
1280.9869	26686880	PRJEB5261	SAMEA2340201			
1280.9869	26686880	PRJEB5261	SAMEA2340201			
1280.9869	26686880	PRJEB5261	SAMEA2340201			
1280.9869	26686880	PRJEB5261	SAMEA2340201			
1280.9869	26686880	PRJEB5261	SAMEA2340201			
1280.9869	26686880	PRJEB5261	SAMEA2340201			
1280.9868	26686880	PRJEB5261	SAMEA2340202			
1280.9868	26686880	PRJEB5261	SAMEA2340202			
1280.9868	26686880	PRJEB5261	SAMEA2340202			
1280.9868	26686880	PRJEB5261	SAMEA2340202			
1280.9868	26686880	PRJEB5261	SAMEA2340202			
1280.9868	26686880	PRJEB5261	SAMEA2340202			
1280.9868	26686880	PRJEB5261	SAMEA2340202			
1280.9868	26686880	PRJEB5261	SAMEA2340202			
1280.9868	26686880	PRJEB5261	SAMEA2340202			
1280.9868	26686880	PRJEB5261	SAMEA2340202			
1280.8747	26686880	PRJEB5261	SAMEA2340203			
1280.8747	26686880	PRJEB5261	SAMEA2340203			
1280.8747	26686880	PRJEB5261	SAMEA2340203			
1280.8747	26686880	PRJEB5261	SAMEA2340203			
1280.8747	26686880	PRJEB5261	SAMEA2340203			
1280.8747	26686880	PRJEB5261	SAMEA2340203			
1280.8747	26686880	PRJEB5261	SAMEA2340203			
1280.8747	26686880	PRJEB5261	SAMEA2340203			
1280.8747	26686880	PRJEB5261	SAMEA2340203			
1280.8747	26686880	PRJEB5261	SAMEA2340203			
1280.8748	26686880	PRJEB5261	SAMEA2340204			
1280.8748	26686880	PRJEB5261	SAMEA2340204			
1280.8748	26686880	PRJEB5261	SAMEA2340204			
1280.8748	26686880	PRJEB5261	SAMEA2340204			
1280.8748	26686880	PRJEB5261	SAMEA2340204			
1280.8748	26686880	PRJEB5261	SAMEA2340204			
1280.8748	26686880	PRJEB5261	SAMEA2340204			
1280.8748	26686880	PRJEB5261	SAMEA2340204			
1280.8748	26686880	PRJEB5261	SAMEA2340204			
1280.8748	26686880	PRJEB5261	SAMEA2340204			
1280.9871	26686880	PRJEB5261	SAMEA2340205			
1280.9871	26686880	PRJEB5261	SAMEA2340205			
1280.9871	26686880	PRJEB5261	SAMEA2340205			
1280.9871	26686880	PRJEB5261	SAMEA2340205			
1280.9871	26686880	PRJEB5261	SAMEA2340205			
1280.9871	26686880	PRJEB5261	SAMEA2340205			
1280.9871	26686880	PRJEB5261	SAMEA2340205			
1280.9871	26686880	PRJEB5261	SAMEA2340205			
1280.9871	26686880	PRJEB5261	SAMEA2340205			
1280.9871	26686880	PRJEB5261	SAMEA2340205			
1280.8742	26686880	PRJEB5261	SAMEA2340206			
1280.8742	26686880	PRJEB5261	SAMEA2340206			
1280.8742	26686880	PRJEB5261	SAMEA2340206			
1280.8742	26686880	PRJEB5261	SAMEA2340206			
1280.8742	26686880	PRJEB5261	SAMEA2340206			
1280.8742	26686880	PRJEB5261	SAMEA2340206			
1280.8742	26686880	PRJEB5261	SAMEA2340206			
1280.8742	26686880	PRJEB5261	SAMEA2340206			
1280.8742	26686880	PRJEB5261	SAMEA2340206			
1280.8742	26686880	PRJEB5261	SAMEA2340206			
1280.8743	26686880	PRJEB5261	SAMEA2340207			
1280.8743	26686880	PRJEB5261	SAMEA2340207			
1280.8743	26686880	PRJEB5261	SAMEA2340207			
1280.8743	26686880	PRJEB5261	SAMEA2340207			
1280.8743	26686880	PRJEB5261	SAMEA2340207			
1280.8743	26686880	PRJEB5261	SAMEA2340207			
1280.8743	26686880	PRJEB5261	SAMEA2340207			
1280.8743	26686880	PRJEB5261	SAMEA2340207			
1280.8743	26686880	PRJEB5261	SAMEA2340207			
1280.8743	26686880	PRJEB5261	SAMEA2340207			
1280.9570	26686880	PRJEB5261	SAMEA2340208			
1280.9570	26686880	PRJEB5261	SAMEA2340208			
1280.9570	26686880	PRJEB5261	SAMEA2340208			
1280.9570	26686880	PRJEB5261	SAMEA2340208			
1280.9570	26686880	PRJEB5261	SAMEA2340208			
1280.9570	26686880	PRJEB5261	SAMEA2340208			
1280.9570	26686880	PRJEB5261	SAMEA2340208			
1280.9570	26686880	PRJEB5261	SAMEA2340208			
1280.9570	26686880	PRJEB5261	SAMEA2340208			
1280.9570	26686880	PRJEB5261	SAMEA2340208			
1280.9870	26686880	PRJEB5261	SAMEA2340209			
1280.9870	26686880	PRJEB5261	SAMEA2340209			
1280.9870	26686880	PRJEB5261	SAMEA2340209			
1280.9870	26686880	PRJEB5261	SAMEA2340209			
1280.9870	26686880	PRJEB5261	SAMEA2340209			
1280.9870	26686880	PRJEB5261	SAMEA2340209			
1280.9870	26686880	PRJEB5261	SAMEA2340209			
1280.9870	26686880	PRJEB5261	SAMEA2340209			
1280.9870	26686880	PRJEB5261	SAMEA2340209			
1280.9870	26686880	PRJEB5261	SAMEA2340209			
1280.8750	26686880	PRJEB5261	SAMEA2340210			
1280.8750	26686880	PRJEB5261	SAMEA2340210			
1280.8750	26686880	PRJEB5261	SAMEA2340210			
1280.8750	26686880	PRJEB5261	SAMEA2340210			
1280.8750	26686880	PRJEB5261	SAMEA2340210			
1280.8750	26686880	PRJEB5261	SAMEA2340210			
1280.8750	26686880	PRJEB5261	SAMEA2340210			
1280.8750	26686880	PRJEB5261	SAMEA2340210			
1280.8750	26686880	PRJEB5261	SAMEA2340210			
1280.8750	26686880	PRJEB5261	SAMEA2340210			
1280.8751	26686880	PRJEB5261	SAMEA2340211			
1280.8751	26686880	PRJEB5261	SAMEA2340211			
1280.8751	26686880	PRJEB5261	SAMEA2340211			
1280.8751	26686880	PRJEB5261	SAMEA2340211			
1280.8751	26686880	PRJEB5261	SAMEA2340211			
1280.8751	26686880	PRJEB5261	SAMEA2340211			
1280.8751	26686880	PRJEB5261	SAMEA2340211			
1280.8751	26686880	PRJEB5261	SAMEA2340211			
1280.8751	26686880	PRJEB5261	SAMEA2340211			
1280.8751	26686880	PRJEB5261	SAMEA2340211			
1280.9872	26686880	PRJEB5261	SAMEA2340212			
1280.9872	26686880	PRJEB5261	SAMEA2340212			
1280.9872	26686880	PRJEB5261	SAMEA2340212			
1280.9872	26686880	PRJEB5261	SAMEA2340212			
1280.9872	26686880	PRJEB5261	SAMEA2340212			
1280.9872	26686880	PRJEB5261	SAMEA2340212			
1280.9872	26686880	PRJEB5261	SAMEA2340212			
1280.9872	26686880	PRJEB5261	SAMEA2340212			
1280.9872	26686880	PRJEB5261	SAMEA2340212			
1280.9872	26686880	PRJEB5261	SAMEA2340212			
1280.8663	26686880	PRJEB5261	SAMEA2340213			
1280.8663	26686880	PRJEB5261	SAMEA2340213			
1280.8663	26686880	PRJEB5261	SAMEA2340213			
1280.8663	26686880	PRJEB5261	SAMEA2340213			
1280.8663	26686880	PRJEB5261	SAMEA2340213			
1280.8663	26686880	PRJEB5261	SAMEA2340213			
1280.8663	26686880	PRJEB5261	SAMEA2340213			
1280.8663	26686880	PRJEB5261	SAMEA2340213			
1280.8663	26686880	PRJEB5261	SAMEA2340213			
1280.8663	26686880	PRJEB5261	SAMEA2340213			
1280.9873	26686880	PRJEB5261	SAMEA2340214			
1280.9873	26686880	PRJEB5261	SAMEA2340214			
1280.9873	26686880	PRJEB5261	SAMEA2340214			
1280.9873	26686880	PRJEB5261	SAMEA2340214			
1280.9873	26686880	PRJEB5261	SAMEA2340214			
1280.9873	26686880	PRJEB5261	SAMEA2340214			
1280.9873	26686880	PRJEB5261	SAMEA2340214			
1280.9873	26686880	PRJEB5261	SAMEA2340214			
1280.9873	26686880	PRJEB5261	SAMEA2340214			
1280.9873	26686880	PRJEB5261	SAMEA2340214			
1280.9874	26686880	PRJEB5261	SAMEA2340215			
1280.9874	26686880	PRJEB5261	SAMEA2340215			
1280.9874	26686880	PRJEB5261	SAMEA2340215			
1280.9874	26686880	PRJEB5261	SAMEA2340215			
1280.9874	26686880	PRJEB5261	SAMEA2340215			
1280.9874	26686880	PRJEB5261	SAMEA2340215			
1280.9874	26686880	PRJEB5261	SAMEA2340215			
1280.9874	26686880	PRJEB5261	SAMEA2340215			
1280.9874	26686880	PRJEB5261	SAMEA2340215			
1280.9874	26686880	PRJEB5261	SAMEA2340215			
1280.8668	26686880	PRJEB5261	SAMEA2340216			
1280.8668	26686880	PRJEB5261	SAMEA2340216			
1280.8668	26686880	PRJEB5261	SAMEA2340216			
1280.8668	26686880	PRJEB5261	SAMEA2340216			
1280.8668	26686880	PRJEB5261	SAMEA2340216			
1280.8668	26686880	PRJEB5261	SAMEA2340216			
1280.8668	26686880	PRJEB5261	SAMEA2340216			
1280.8668	26686880	PRJEB5261	SAMEA2340216			
1280.8668	26686880	PRJEB5261	SAMEA2340216			
1280.8668	26686880	PRJEB5261	SAMEA2340216			
1280.9875	26686880	PRJEB5261	SAMEA2340217			
1280.9875	26686880	PRJEB5261	SAMEA2340217			
1280.9875	26686880	PRJEB5261	SAMEA2340217			
1280.9875	26686880	PRJEB5261	SAMEA2340217			
1280.9875	26686880	PRJEB5261	SAMEA2340217			
1280.9875	26686880	PRJEB5261	SAMEA2340217			
1280.9875	26686880	PRJEB5261	SAMEA2340217			
1280.9875	26686880	PRJEB5261	SAMEA2340217			
1280.9875	26686880	PRJEB5261	SAMEA2340217			
1280.9875	26686880	PRJEB5261	SAMEA2340217			
1280.8666	26686880	PRJEB5261	SAMEA2340218			
1280.8666	26686880	PRJEB5261	SAMEA2340218			
1280.8666	26686880	PRJEB5261	SAMEA2340218			
1280.8666	26686880	PRJEB5261	SAMEA2340218			
1280.8666	26686880	PRJEB5261	SAMEA2340218			
1280.8666	26686880	PRJEB5261	SAMEA2340218			
1280.8666	26686880	PRJEB5261	SAMEA2340218			
1280.8666	26686880	PRJEB5261	SAMEA2340218			
1280.8666	26686880	PRJEB5261	SAMEA2340218			
1280.8666	26686880	PRJEB5261	SAMEA2340218			
1280.9876	26686880	PRJEB5261	SAMEA2340219			
1280.9876	26686880	PRJEB5261	SAMEA2340219			
1280.9876	26686880	PRJEB5261	SAMEA2340219			
1280.9876	26686880	PRJEB5261	SAMEA2340219			
1280.9876	26686880	PRJEB5261	SAMEA2340219			
1280.9876	26686880	PRJEB5261	SAMEA2340219			
1280.9876	26686880	PRJEB5261	SAMEA2340219			
1280.9876	26686880	PRJEB5261	SAMEA2340219			
1280.9876	26686880	PRJEB5261	SAMEA2340219			
1280.9876	26686880	PRJEB5261	SAMEA2340219			
1280.8671	26686880	PRJEB5261	SAMEA2340220			
1280.8671	26686880	PRJEB5261	SAMEA2340220			
1280.8671	26686880	PRJEB5261	SAMEA2340220			
1280.8671	26686880	PRJEB5261	SAMEA2340220			
1280.8671	26686880	PRJEB5261	SAMEA2340220			
1280.8671	26686880	PRJEB5261	SAMEA2340220			
1280.8671	26686880	PRJEB5261	SAMEA2340220			
1280.8671	26686880	PRJEB5261	SAMEA2340220			
1280.8671	26686880	PRJEB5261	SAMEA2340220			
1280.8671	26686880	PRJEB5261	SAMEA2340220			
1280.9877	26686880	PRJEB5261	SAMEA2340221			
1280.9877	26686880	PRJEB5261	SAMEA2340221			
1280.9877	26686880	PRJEB5261	SAMEA2340221			
1280.9877	26686880	PRJEB5261	SAMEA2340221			
1280.9877	26686880	PRJEB5261	SAMEA2340221			
1280.9877	26686880	PRJEB5261	SAMEA2340221			
1280.9877	26686880	PRJEB5261	SAMEA2340221			
1280.9877	26686880	PRJEB5261	SAMEA2340221			
1280.9877	26686880	PRJEB5261	SAMEA2340221			
1280.9877	26686880	PRJEB5261	SAMEA2340221			
1280.8623	26686880	PRJEB5261	SAMEA2340222			
1280.8623	26686880	PRJEB5261	SAMEA2340222			
1280.8623	26686880	PRJEB5261	SAMEA2340222			
1280.8623	26686880	PRJEB5261	SAMEA2340222			
1280.8623	26686880	PRJEB5261	SAMEA2340222			
1280.8623	26686880	PRJEB5261	SAMEA2340222			
1280.8623	26686880	PRJEB5261	SAMEA2340222			
1280.8623	26686880	PRJEB5261	SAMEA2340222			
1280.8623	26686880	PRJEB5261	SAMEA2340222			
1280.8623	26686880	PRJEB5261	SAMEA2340222			
1280.8622	26686880	PRJEB5261	SAMEA2340223			
1280.8622	26686880	PRJEB5261	SAMEA2340223			
1280.8622	26686880	PRJEB5261	SAMEA2340223			
1280.8622	26686880	PRJEB5261	SAMEA2340223			
1280.8622	26686880	PRJEB5261	SAMEA2340223			
1280.8622	26686880	PRJEB5261	SAMEA2340223			
1280.8622	26686880	PRJEB5261	SAMEA2340223			
1280.8622	26686880	PRJEB5261	SAMEA2340223			
1280.8622	26686880	PRJEB5261	SAMEA2340223			
1280.8622	26686880	PRJEB5261	SAMEA2340223			
1280.9878	26686880	PRJEB5261	SAMEA2340224			
1280.9878	26686880	PRJEB5261	SAMEA2340224			
1280.9878	26686880	PRJEB5261	SAMEA2340224			
1280.9878	26686880	PRJEB5261	SAMEA2340224			
